,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
wpftoolkit (C#),0,39,0,0,13,0,0,0,1,1,1,0,3,0,13,4,3,0,3,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,2,22,1,0,1,1,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,4,0,0,51,0,0,42,0,259,0,0,0,28,0,2,0,12,0,0,0,2,1,0,0,2,3,0,0,4,0,0,0,0,41,0
EarTrumpet (C#),0,6,0,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,6,0,185,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,1
BililiveRecorder (C#),0,2,0,0,5,0,0,0,0,0,1,0,6,0,0,12,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,3,0,0,2,0,0,11,0,0,3,0,178,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0
cake (C#),0,36,0,0,5,0,0,0,0,1,11,0,8,1,0,60,1,0,1,8,0,0,0,0,0,0,17,1,6,1,0,2,0,0,0,28,2,0,0,0,0,0,1,0,0,0,0,24,0,0,0,4,0,9,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,9,1,0,0,0,18,0,1,0,1,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,117,0,4,3,0,0,2,0,0,18,0,1,37,0,784,0,0,0,53,0,21,0,0,0,0,0,3,0,1,0,8,9,1,0,0,1,0,0,0,12,0
StabilityMatrix (C#),0,21,3,0,18,0,0,0,0,0,5,0,8,0,0,17,1,0,0,15,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,5,0,1,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,1,0,0,0,0,42,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,16,0,0,7,0,0,46,0,0,13,0,290,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,2,13,0
reactive (C#),0,21,2,0,6,0,0,0,1,0,12,0,18,0,2,41,0,0,0,28,1,0,0,0,0,0,3,0,6,1,1,0,0,0,0,12,5,0,0,0,1,0,0,1,0,0,0,33,0,0,0,1,0,1,0,0,0,0,0,50,0,0,3,0,0,1,0,2,0,130,0,0,1,2,0,0,0,0,2,2,0,0,0,30,0,1,1,2,0,3,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,29,0,0,4,0,0,142,0,32,6,0,354,0,0,0,12,0,4,0,0,0,0,0,2,0,1,0,10,21,1,0,2,0,0,0,1,19,1
ParrelSync (C#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WingetUI (C#),0,10,2,0,2,0,0,0,0,0,1,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,5,0,0,10,0,0,7,0,51,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
LiveCharts2 (C#),0,15,0,0,7,0,0,1,0,0,15,0,8,0,0,11,1,0,0,1,0,0,0,0,8,0,5,0,0,2,1,3,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,1,0,0,0,0,0,13,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,2,0,0,5,0,0,20,0,212,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,4,0
MvvmCross (C#),0,49,9,0,29,0,0,0,4,0,6,0,50,1,0,44,2,1,0,8,0,0,0,0,0,0,4,0,5,4,0,3,0,0,0,29,2,0,0,0,0,0,1,2,4,0,0,29,0,1,0,16,2,2,0,0,0,0,0,21,0,0,1,1,0,0,0,4,0,11,0,0,0,0,0,0,0,0,20,6,0,0,0,83,0,0,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,6,2,0,46,0,0,33,0,450,0,0,2,17,0,1,0,3,0,0,0,3,0,23,0,30,3,2,0,1,0,0,0,7,13,0
ReactiveUI (C#),0,7,0,0,2,0,0,0,2,0,27,0,28,0,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,24,0,0,0,0,208,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,17,1,0
Dapper (C#),0,14,0,0,0,0,0,0,0,0,1,0,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,1,0,0,7,0,0,2,0,100,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,0,0,0,0,2,0
RestSharp (C#),0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRCoder (C#),0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
Snap.Hutao (C#),0,31,0,0,23,1,0,0,0,0,21,0,8,0,3,37,1,0,0,14,0,0,0,0,1,0,3,0,6,0,0,3,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,4,0,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,3,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,9,0,0,28,0,0,51,0,0,3,0,850,0,0,0,18,0,1,0,3,0,0,0,0,0,0,0,12,8,0,0,1,0,0,0,0,11,0
aspire (C#),0,11,0,0,9,0,0,0,0,0,38,0,8,0,2,12,2,0,0,4,0,0,1,0,1,0,3,0,2,2,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,4,1,0,0,0,0,1,0,10,0,0,1,15,0,0,0,1,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,16,0,0,5,0,0,19,0,1,8,0,279,0,0,0,12,0,10,0,0,0,0,0,0,0,1,0,20,1,0,0,0,0,0,0,1,7,0
GalaxyBudsClient (C#),0,28,1,0,7,0,0,0,0,1,0,0,14,1,4,7,5,0,2,3,0,0,0,0,0,0,6,0,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,1,0,0,5,1,1,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,1,1,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,14,0,0,7,0,0,23,0,0,37,0,238,0,0,0,7,1,1,0,12,0,0,0,1,1,1,0,8,13,0,0,10,0,0,0,1,10,0
GameFramework (C#),0,5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,66,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,8,4,0
acat (C#),0,24,0,0,7,0,0,0,0,1,0,0,71,0,4,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,53,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,26,0,0,1,0,0,40,0,192,0,0,0,28,0,0,0,6,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,2,0
command-line-api (C#),0,5,0,0,4,0,0,0,0,0,34,0,5,0,1,9,0,0,0,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,5,0,0,12,0,0,2,0,126,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6,0
DriverStoreExplorer (C#),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
modular-monolith-with-ddd (C#),0,15,3,0,7,0,1,0,1,0,13,0,1,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,4,0,2,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,2,0,0,8,0,0,1,0,423,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,5,0
Power-Fx (C#),0,73,1,0,8,4,0,0,0,0,28,0,7,1,7,39,5,0,1,2,0,0,0,0,0,0,7,8,41,2,0,2,0,0,0,52,5,0,1,0,0,0,0,0,0,0,2,10,0,0,0,2,0,8,0,0,0,0,0,46,0,0,1,9,0,0,0,0,0,53,0,0,1,0,0,1,0,0,68,5,0,0,0,15,0,0,3,22,0,0,0,0,1,12,0,4,1,0,1,1,0,0,0,0,0,0,0,0,14,1,1,25,0,0,8,0,0,34,0,3,47,0,464,0,0,0,42,0,21,0,8,0,0,0,0,1,1,0,3,7,3,0,0,0,0,0,5,22,1
PowerShell (C#),0,173,5,0,48,1,0,0,13,4,11,0,93,4,15,60,43,0,4,12,0,0,1,0,0,0,23,0,5,17,0,18,3,0,0,30,9,0,0,0,3,0,2,0,0,0,0,64,0,0,0,10,26,2,0,0,0,1,0,233,0,0,1,1,0,0,0,1,0,91,0,0,0,8,0,4,0,0,8,14,1,0,5,112,2,0,5,31,0,4,0,0,0,2,0,20,3,0,0,2,2,5,0,0,0,8,0,0,8,6,22,28,0,0,18,1,0,42,0,14,250,0,609,0,0,0,76,1,35,0,35,0,0,0,6,3,14,0,60,23,0,0,30,0,0,0,3,39,0
Winpilot (C#),0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
protobuf-net (C#),0,21,1,0,3,0,1,0,1,2,46,0,6,0,0,8,4,0,0,11,0,0,0,0,5,0,3,0,1,7,1,3,0,0,0,97,0,0,0,0,1,0,0,0,1,0,2,12,0,1,0,3,2,0,0,0,0,0,0,72,0,0,1,4,0,0,0,0,0,69,1,0,0,0,0,0,0,0,5,0,1,0,0,13,0,0,1,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,59,0,0,8,0,0,74,0,0,39,0,368,0,0,0,26,0,3,0,6,0,0,0,4,0,2,0,2,0,0,0,5,0,0,0,2,10,0
TensorFlow.NET (C#),0,183,3,0,6,0,0,0,0,0,8,0,11,0,3,20,0,0,0,6,0,0,0,0,0,0,3,0,5,0,0,3,1,0,0,26,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,2,1,2,0,0,0,1,0,64,0,0,2,4,0,0,0,1,0,31,0,0,2,0,0,0,0,0,5,5,0,0,0,18,1,0,4,2,0,2,0,0,0,6,0,4,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,15,0,0,22,0,0,80,0,0,127,0,429,0,0,0,20,0,7,0,4,0,0,0,2,1,0,0,5,4,0,0,1,0,0,0,2,15,1
N_m3u8DL-RE (C#),0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,53,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0
hashids.net (C#),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScottPlot (C#),0,23,1,0,10,0,0,0,0,0,45,0,35,0,5,2,7,0,0,3,0,0,0,0,1,0,7,0,1,1,0,0,0,0,0,414,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,2,0,0,0,0,0,39,0,0,1,1,0,0,0,0,0,38,0,0,1,0,0,0,0,0,3,0,0,0,0,56,0,0,4,0,0,0,0,0,0,14,0,25,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,12,0,0,10,0,0,14,0,1,25,0,247,0,0,0,16,0,4,0,1,0,0,0,0,0,0,0,30,6,0,0,1,0,0,1,2,21,1
AssetRipper (C#),0,28,1,0,3,0,0,0,1,0,3,0,15,0,6,14,6,0,0,13,1,0,0,0,0,0,6,0,0,1,0,1,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,24,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,4,11,0,0,35,0,0,46,0,2,18,0,543,0,0,1,27,0,0,0,2,0,0,0,1,1,2,0,6,4,0,0,1,0,0,0,0,15,0
wpfui (C#),0,7,3,0,5,0,0,0,1,0,2,0,6,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,27,0,0,7,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,12,0
WinDynamicDesktop (C#),0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
NSwag (C#),0,8,0,0,2,0,0,0,0,0,44,0,0,0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,2,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,0,4,0,0,29,0,0,13,0,105,0,0,0,15,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
Swashbuckle.AspNetCore (C#),0,9,0,0,1,0,0,0,0,0,4,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0,0,2,0,129,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1
nvidiaProfileInspector (C#),0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FASTER (C#),0,24,2,0,7,0,1,0,0,0,2,0,52,0,0,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,2,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,33,0,0,2,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,1,0,0,46,1,0,0,4,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,17,0,0,4,0,0,21,0,0,26,0,227,0,0,0,5,3,3,0,9,0,0,0,3,0,1,0,13,0,0,0,0,0,0,0,2,12,0
EntityComponentSystemSamples (C#),0,4,0,0,18,1,1,0,0,0,5,0,25,0,0,32,0,0,0,11,0,0,0,0,0,0,12,0,2,0,0,3,0,0,0,97,0,0,0,0,6,0,0,0,0,0,3,51,0,0,0,7,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,0,0,13,0,0,90,0,1,10,0,714,0,0,0,30,0,0,0,1,0,0,0,1,0,0,0,23,1,0,0,0,0,0,0,10,51,0
ViVe (C#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScreenToGif (C#),0,11,4,0,13,0,0,0,0,0,0,0,8,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,14,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,4,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,9,0,0,49,1,1,14,0,215,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,9,1,1,0,0,0,0,0,1,23,0
